Year,Month,Industry_Section,Occupation_Group,Number_of_Vacancies
2016,December,G45-46: Import/export trade and wholesale,Total,7073
2016,December,G47: Retail,Managers,197
2016,December,G47: Retail,Professionals,76
2016,December,G47: Retail,Associate_Professionals,348
2016,December,G47: Retail,Clerical_Support_Workers,568
2016,December,G47: Retail,Service_Sales_Workers,5432
2016,December,G47: Retail,Craft_Related_Workers,238
2016,December,G47: Retail,Plant_Machine_Operators,5
2016,December,G47: Retail,Skilled_Agricultural_Fishery,0
2016,December,G47: Retail,Elementary_Occupations,509
2016,December,G47: Retail,Total,7373
2016,December,"H: Transportation, storage, postal and courier services",Managers,120
2016,December,"H: Transportation, storage, postal and courier services",Professionals,255
2016,December,"H: Transportation, storage, postal and courier services",Associate_Professionals,298
2016,December,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,671
2016,December,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,222
2016,December,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,126
2016,December,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,552
2016,December,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,0
2016,December,"H: Transportation, storage, postal and courier services",Elementary_Occupations,796
2016,December,"H: Transportation, storage, postal and courier services",Total,3040
2016,December,I: Accommodation and food services,Managers,144
2016,December,I: Accommodation and food services,Professionals,58
2016,December,I: Accommodation and food services,Associate_Professionals,350
2016,December,I: Accommodation and food services,Clerical_Support_Workers,473
2016,December,I: Accommodation and food services,Service_Sales_Workers,10177
2016,December,I: Accommodation and food services,Craft_Related_Workers,124
2016,December,I: Accommodation and food services,Plant_Machine_Operators,35
2016,December,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2016,December,I: Accommodation and food services,Elementary_Occupations,1999
2016,December,I: Accommodation and food services,Total,13360
2016,December,J: Information and communications,Managers,265
2016,December,J: Information and communications,Professionals,1195
2016,December,J: Information and communications,Associate_Professionals,829
2016,December,J: Information and communications,Clerical_Support_Workers,182
2016,December,J: Information and communications,Service_Sales_Workers,125
2016,December,J: Information and communications,Craft_Related_Workers,83
2016,December,J: Information and communications,Plant_Machine_Operators,0
2016,December,J: Information and communications,Skilled_Agricultural_Fishery,0
2016,December,J: Information and communications,Elementary_Occupations,29
2016,December,J: Information and communications,Total,2708
2016,December,K: Financing and insurance,Managers,1030
2016,December,K: Financing and insurance,Professionals,711
2016,December,K: Financing and insurance,Associate_Professionals,2132
2016,December,K: Financing and insurance,Clerical_Support_Workers,949
2016,December,K: Financing and insurance,Service_Sales_Workers,29
2016,December,K: Financing and insurance,Craft_Related_Workers,0
2016,December,K: Financing and insurance,Plant_Machine_Operators,44
2016,December,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2016,December,K: Financing and insurance,Elementary_Occupations,74
2016,December,K: Financing and insurance,Total,4969
2016,December,L: Real estate,Managers,142
2016,December,L: Real estate,Professionals,102
2016,December,L: Real estate,Associate_Professionals,1242
2016,December,L: Real estate,Clerical_Support_Workers,310
2016,December,L: Real estate,Service_Sales_Workers,1474
2016,December,L: Real estate,Craft_Related_Workers,201
2016,December,L: Real estate,Plant_Machine_Operators,14
2016,December,L: Real estate,Skilled_Agricultural_Fishery,2
2016,December,L: Real estate,Elementary_Occupations,463
2016,December,L: Real estate,Total,3950
2016,December,M & N: Professional and business services,Managers,242
2016,December,M & N: Professional and business services,Professionals,768
2016,December,M & N: Professional and business services,Associate_Professionals,1686
2016,December,M & N: Professional and business services,Clerical_Support_Workers,1013
2016,December,M & N: Professional and business services,Service_Sales_Workers,1988
2016,December,M & N: Professional and business services,Craft_Related_Workers,149
2016,December,M & N: Professional and business services,Plant_Machine_Operators,89
2016,December,M & N: Professional and business services,Skilled_Agricultural_Fishery,57
2016,December,M & N: Professional and business services,Elementary_Occupations,2163
2016,December,M & N: Professional and business services,Total,8155
2016,December,P - S: Social and personal services,Managers,205
2016,December,P - S: Social and personal services,Professionals,2295
2016,December,P - S: Social and personal services,Associate_Professionals,2094
2016,December,P - S: Social and personal services,Clerical_Support_Workers,2089
2016,December,P - S: Social and personal services,Service_Sales_Workers,4803
2016,December,P - S: Social and personal services,Craft_Related_Workers,382
2016,December,P - S: Social and personal services,Plant_Machine_Operators,75
2016,December,P - S: Social and personal services,Skilled_Agricultural_Fishery,22
2016,December,P - S: Social and personal services,Elementary_Occupations,1449
2016,December,P - S: Social and personal services,Total,13414
2016,December,All industry sections covered,Managers,2781
2016,December,All industry sections covered,Professionals,6182
2016,December,All industry sections covered,Associate_Professionals,10640
2016,December,All industry sections covered,Clerical_Support_Workers,8249
2016,December,All industry sections covered,Service_Sales_Workers,25668
2016,December,All industry sections covered,Craft_Related_Workers,2652
2016,December,All industry sections covered,Plant_Machine_Operators,1667
2016,December,All industry sections covered,Skilled_Agricultural_Fishery,81
2016,December,All industry sections covered,Elementary_Occupations,9221
2016,December,All industry sections covered,Total,67141
2017,March,Manufacturing,Managers,7
2017,March,Manufacturing,Professionals,76
2017,March,Manufacturing,Associate_Professionals,280
2017,March,Manufacturing,Clerical_Support_Workers,131
2017,March,Manufacturing,Service_Sales_Workers,417
2017,March,Manufacturing,Craft_Related_Workers,597
2017,March,Manufacturing,Plant_Machine_Operators,342
2017,March,Manufacturing,Skilled_Agricultural_Fishery,0
2017,March,Manufacturing,Elementary_Occupations,717
2017,March,Manufacturing,Total,2567
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,11
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,3
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,30
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,5
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,3
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,23
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,18
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,96
2017,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,189
2017,March,Construction Sites (Manual Workers),Managers,NA
2017,March,Construction Sites (Manual Workers),Professionals,NA
2017,March,Construction Sites (Manual Workers),Associate_Professionals,NA
2017,March,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2017,March,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2017,March,Construction Sites (Manual Workers),Craft_Related_Workers,355
2017,March,Construction Sites (Manual Workers),Plant_Machine_Operators,26
2017,March,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2017,March,Construction Sites (Manual Workers),Elementary_Occupations,187
2017,March,Construction Sites (Manual Workers),Total,568
2017,March,"G: Import/export, wholesale and retail trades",Managers,824
2017,March,"G: Import/export, wholesale and retail trades",Professionals,866
2017,March,"G: Import/export, wholesale and retail trades",Associate_Professionals,2409
2017,March,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,2076
2017,March,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,6378
2017,March,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,550
2017,March,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,367
2017,March,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,3
2017,March,"G: Import/export, wholesale and retail trades",Elementary_Occupations,1595
2017,March,"G: Import/export, wholesale and retail trades",Total,15068
2017,March,G45-46: Import/export trade and wholesale,Managers,596
2017,March,G45-46: Import/export trade and wholesale,Professionals,748
2017,March,G45-46: Import/export trade and wholesale,Associate_Professionals,1983
2017,March,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,1681
2017,March,G45-46: Import/export trade and wholesale,Service_Sales_Workers,877
2017,March,G45-46: Import/export trade and wholesale,Craft_Related_Workers,168
2017,March,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,250
2017,March,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,3
2017,March,G45-46: Import/export trade and wholesale,Elementary_Occupations,1226
2017,March,G45-46: Import/export trade and wholesale,Total,7532
2017,March,G47: Retail,Managers,228
2017,March,G47: Retail,Professionals,118
2017,March,G47: Retail,Associate_Professionals,426
2017,March,G47: Retail,Clerical_Support_Workers,395
2017,March,G47: Retail,Service_Sales_Workers,5501
2017,March,G47: Retail,Craft_Related_Workers,382
2017,March,G47: Retail,Plant_Machine_Operators,117
2017,March,G47: Retail,Skilled_Agricultural_Fishery,0
2017,March,G47: Retail,Elementary_Occupations,369
2017,March,G47: Retail,Total,7536
2017,March,"H: Transportation, storage, postal and courier services",Managers,85
2017,March,"H: Transportation, storage, postal and courier services",Professionals,161
2017,March,"H: Transportation, storage, postal and courier services",Associate_Professionals,392
2017,March,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,923
2017,March,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,322
2017,March,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,266
2017,March,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,545
2017,March,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,0
2017,March,"H: Transportation, storage, postal and courier services",Elementary_Occupations,908
2017,March,"H: Transportation, storage, postal and courier services",Total,3602
2017,March,I: Accommodation and food services,Managers,132
2017,March,I: Accommodation and food services,Professionals,16
2017,March,I: Accommodation and food services,Associate_Professionals,379
